PROVINCIA,PARTIDO,LOCALIDAD,ADSL,CABLEMODEM,DIAL_UP,FIBRA_OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS
LA PAMPA,LOVENTUÉ,LOVENTUÉ,0,0,0,1,0,0,0,0
LA PAMPA,MARACÓ,AGUSTONI,0,0,0,0,0,0,0,29
LA PAMPA,MARACÓ,DORILA,0,0,0,1,0,0,0,53
LA PAMPA,MARACÓ,GENERAL PICO,2091,1,85,17423,0,1,0,3015
LA PAMPA,MARACÓ,SPELUZZI,0,0,0,1,0,0,0,41
LA PAMPA,OTROS,OTROS,0,1,0,0,0,0,0,0
LA PAMPA,PUELÉN,25 DE MAYO,0,0,0,1026,0,0,0,1215
LA PAMPA,PUELÉN,PUELÉN,0,0,1,0,0,1,0,129
LA PAMPA,PUELÉN,CASA DE PIEDRA,0,0,0,0,0,0,0,80
LA PAMPA,QUEMÚ QUEMÚ,COLONIA BARÓN,0,0,2,550,0,1,0,90
LA PAMPA,QUEMÚ QUEMÚ,MIGUEL CANÉ,0,0,0,133,105,1,0,0
LA PAMPA,QUEMÚ QUEMÚ,QUEMÚ QUEMÚ,0,0,1,1098,113,1,0,143
LA PAMPA,QUEMÚ QUEMÚ,RELMO,0,0,0,0,26,0,0,0
LA PAMPA,QUEMÚ QUEMÚ,VILLA MIRASOL,0,0,0,0,0,0,0,169
LA PAMPA,RANCUL,CALEUFÚ,0,350,0,2,0,2,0,0
LA PAMPA,RANCUL,LA MARUJA,0,150,0,0,0,1,0,0
LA PAMPA,RANCUL,PARERA,0,0,0,508,1,1,0,228
LA PAMPA,RANCUL,QUETREQUÉN,0,0,0,1,0,1,0,155
LA PAMPA,RANCUL,RANCUL,0,0,0,201,18,2,0,652
LA PAMPA,RANCUL,PICHI HUINCA,0,0,0,1,0,0,0,0
LA PAMPA,REALICÓ,ADOLFO VAN PRAET,0,6,0,0,0,1,0,57
LA PAMPA,REALICÓ,ALTA ITALIA,0,0,0,0,0,1,0,463
LA PAMPA,REALICÓ,DAMIÁN MAISONAVE (EST. SIMSON),0,0,0,2,0,0,0,113
LA PAMPA,REALICÓ,EMBAJADOR MARTINI,13,0,0,7,0,1,0,531
LA PAMPA,REALICÓ,FALUCHO,0,0,0,0,0,1,0,86
LA PAMPA,REALICÓ,INGENIERO LUIGGI,0,0,0,240,0,2,0,1418
LA PAMPA,REALICÓ,OJEDA,0,0,0,0,0,0,0,8
LA PAMPA,REALICÓ,REALICÓ,133,0,1,2551,0,1,0,750
LA PAMPA,TOAY,TOAY,219,5644,0,705,0,1,0,259
LA PAMPA,TRENEL,ARATA,0,0,0,21,0,1,0,229
LA PAMPA,TRENEL,METILEO,0,0,0,0,0,1,0,60
LA PAMPA,TRENEL,TRENEL,67,0,0,1197,0,2,0,123
LA PAMPA,UTRACÁN,ATALIVA ROCA,0,0,0,2,0,1,0,382
LA PAMPA,UTRACÁN,CHACHARRAMENDI,0,0,0,0,0,2,0,104
LA PAMPA,UTRACÁN,COLONIA SANTA MARÍA,0,0,1,1,0,0,0,163
LA PAMPA,UTRACÁN,GENERAL ACHA,206,2915,0,1462,23,2,0,333
LA PAMPA,UTRACÁN,QUEHUÉ,0,0,0,1,0,1,0,298
LA PAMPA,UTRACÁN,UNANUÉ,0,0,0,1,0,0,0,60
LA PAMPA,LIHUEL CALEL,CUCHILLO CO,0,0,0,1,0,1,0,0
LA RIOJA,ARAUCO,AIMOGASTA,71,2031,0,4,0,1,0,87
LA RIOJA,ARAUCO,ESTACIÓN MAZÁN,0,0,0,0,0,1,0,14
LA RIOJA,ARAUCO,VILLA MAZÁN,0,0,0,0,0,0,0,156
LA RIOJA,ARAUCO,MACHIGASTA,0,0,0,0,0,0,0,3
LA RIOJA,CAPITAL,LA RIOJA,2207,36512,4,18712,6,3,0,1224
LA RIOJA,CASTRO BARROS,ANILLACO,0,453,0,1,0,1,0,0
LA RIOJA,CASTRO BARROS,LOS MOLINOS,0,49,0,0,0,0,0,4
LA RIOJA,CASTRO BARROS,SAN PEDRO,0,28,0,0,0,0,0,45
LA RIOJA,CASTRO BARROS,AMINGA,0,158,0,1,0,0,0,17
LA RIOJA,CASTRO BARROS,ANJULLÓN,0,44,0,1,0,0,0,64
LA RIOJA,CASTRO BARROS,CHUQUIS,0,39,0,0,0,0,0,0
LA RIOJA,CASTRO BARROS,PINCHAS,0,49,0,0,0,0,0,1
LA RIOJA,CASTRO BARROS,SANTA VERA CRUZ,0,0,0,0,0,0,0,5
LA RIOJA,CHAMICAL,CHAMICAL,152,2963,0,8,0,1,0,9
LA RIOJA,CHILECITO,CHILECITO,283,4483,0,4320,0,0,0,96
LA RIOJA,CHILECITO,COLONIA VICHIGASTA,0,0,0,0,0,1,0,0
LA RIOJA,CHILECITO,LOS SARMIENTOS,0,157,0,0,0,0,0,0
LA RIOJA,CHILECITO,NONOGASTA,52,824,0,1,0,1,0,6
LA RIOJA,CHILECITO,SAN MIGUEL,0,60,0,0,0,0,0,5
LA RIOJA,CHILECITO,SAN NICOLÁS,0,0,0,0,0,0,0,7
LA RIOJA,CHILECITO,VICHIGASTA,33,0,0,1,0,1,0,103
LA RIOJA,CHILECITO,COLONIA ANGUINÁN,0,161,0,1,0,0,0,69
LA RIOJA,CHILECITO,GUANCHÍN,0,0,0,0,0,0,0,2
LA RIOJA,CHILECITO,MALLIGASTA,0,0,0,0,0,0,0,185
LA RIOJA,CHILECITO,SANTA FLORENTINA,0,0,0,0,0,0,0,7
LA RIOJA,CHILECITO,SAÑOGASTA,0,0,0,0,0,0,0,219
LA RIOJA,CHILECITO,TILIMUQUI,0,0,0,0,0,0,0,13
LA RIOJA,CHILECITO,LA PUNTILLA,0,0,0,0,0,0,0,1
LA RIOJA,CORONEL FELIPE VARELA,GUANDACOL,0,379,0,2,0,1,0,0
LA RIOJA,CORONEL FELIPE VARELA,SANTA CLARA,0,0,0,0,0,0,0,41
LA RIOJA,CORONEL FELIPE VARELA,VILLA UNIÓN,0,1122,0,3,0,1,0,258
LA RIOJA,CORONEL FELIPE VARELA,AICUÑA,0,0,0,0,0,0,0,47
LA RIOJA,CORONEL FELIPE VARELA,LOS PALACIOS,0,0,0,0,0,0,0,107
LA RIOJA,CORONEL FELIPE VARELA,PAGANCILLO,0,0,0,1,0,0,0,126
LA RIOJA,FAMATINA,FAMATINA,0,202,0,2,0,0,0,5
LA RIOJA,FAMATINA,ANGULOS,0,0,0,0,0,0,0,6
LA RIOJA,FAMATINA,CAMPANAS,0,0,0,1,0,0,0,161
LA RIOJA,FAMATINA,CHAÑARMUYO,0,0,0,0,0,0,0,29
LA RIOJA,FAMATINA,LA CUADRA,0,0,0,0,0,0,0,22
LA RIOJA,FAMATINA,PITUIL,0,0,0,0,0,0,0,153
LA RIOJA,FAMATINA,SANTA CRUZ,0,0,0,0,0,0,0,22
LA RIOJA,GENERAL ANGEL V. PEÑALOZA,TAMA,6,0,0,1,0,0,0,149
LA RIOJA,GENERAL ANGEL V. PEÑALOZA,PUNTA DE LOS LLANOS,0,0,0,1,0,0,0,93
LA RIOJA,GENERAL BELGRANO,CHAÑAR,5,0,0,1,0,0,0,90
LA RIOJA,GENERAL BELGRANO,LOMA BLANCA,0,0,0,0,0,2,0,0
LA RIOJA,GENERAL BELGRANO,OLTA,0,1069,0,1,0,1,0,6
LA RIOJA,GENERAL BELGRANO,CASTRO BARROS,0,0,0,0,0,0,0,1
LA RIOJA,GENERAL OCAMPO,SANTA RITA DE CATUNA,0,299,0,0,0,1,0,0
LA RIOJA,GENERAL OCAMPO,AMBIL,0,0,0,0,0,0,0,34
LA RIOJA,GENERAL OCAMPO,MILAGRO,0,813,0,1,0,0,0,0
LA RIOJA,GENERAL SAN MARTÍN,ULAPES,0,691,0,2,0,0,0,1
LA RIOJA,INDEPENDENCIA,AMANÁ,1,0,0,0,0,0,0,1
LA RIOJA,INDEPENDENCIA,OTROS,0,0,0,0,0,1,0,0
LA RIOJA,INDEPENDENCIA,PATQUÍA,16,0,0,1,0,0,0,279
LA RIOJA,ROSARIO VERA PEÑALOZA,CHEPES,1,2312,0,3,0,1,0,373
LA RIOJA,ROSARIO VERA PEÑALOZA,DESIDERIO TELLO,0,0,0,0,0,0,0,116
LA RIOJA,SANAGASTA,VILLA SANAGASTA,0,543,0,5,0,1,0,5
LA RIOJA,SAN BLAS DE LOS SAUCES,LOS ROBLES,0,1,0,3,0,1,0,102
LA RIOJA,SAN BLAS DE LOS SAUCES,ALPASINCHE,0,0,0,2,0,0,0,49
LA RIOJA,SAN BLAS DE LOS SAUCES,SALICAS - SAN BLAS,0,0,0,0,0,0,0,156
LA RIOJA,SAN BLAS DE LOS SAUCES,ANDOLUCAS,0,0,0,0,0,0,0,16
LA RIOJA,SAN BLAS DE LOS SAUCES,CHAUPIHUASI,0,0,0,0,0,0,0,16
LA RIOJA,SAN BLAS DE LOS SAUCES,CUIPAN,0,0,0,0,0,0,0,50
LA RIOJA,SAN BLAS DE LOS SAUCES,LAS TALAS,0,1,0,0,0,0,0,42
LA RIOJA,SAN BLAS DE LOS SAUCES,SAN BLAS,0,0,0,0,0,0,0,48
LA RIOJA,SAN BLAS DE LOS SAUCES,SHAQUI,0,0,0,1,0,0,0,73
LA RIOJA,SAN BLAS DE LOS SAUCES,SURIYACO,0,0,0,0,0,0,0,2
LA RIOJA,SAN BLAS DE LOS SAUCES,TUYUBIL,0,0,0,0,0,0,0,2
LA RIOJA,GENERAL JUAN F. QUIROGA,SAN ANTONIO,0,0,0,0,0,0,0,33
LA RIOJA,GENERAL JUAN F. QUIROGA,MALANZÁN,0,0,0,1,0,0,0,347
LA RIOJA,GENERAL JUAN F. QUIROGA,NÁCATE,0,0,0,0,0,0,0,78
LA RIOJA,GENERAL JUAN F. QUIROGA,PORTEZUELO,0,0,0,1,0,0,0,227
LA RIOJA,GENERAL LAMADRID,VILLA CASTELLI,0,0,0,1,0,0,0,255
LA RIOJA,VINCHINA,JAGÜÉ,0,0,0,0,0,0,0,2
LA RIOJA,VINCHINA,VILLA SAN JOSÉ DE VINCHINA,0,0,0,2,0,0,0,431
MENDOZA,CAPITAL,MENDOZA,3496,60089,176,46497,23,13,0,2042
MENDOZA,GENERAL ALVEAR,BOWEN,0,68,1,0,0,0,0,95
MENDOZA,GENERAL ALVEAR,GENERAL ALVEAR,527,3543,1,2224,33,1,0,3385
MENDOZA,GENERAL ALVEAR,CARMENSA,0,0,0,0,0,0,0,79
MENDOZA,GODOY CRUZ,GODOY CRUZ,2110,10,84,39873,11,2,0,1012
MENDOZA,GODOY CRUZ,GOBERNADOR BENEGAS,0,0,0,326,0,0,0,0
MENDOZA,GODOY CRUZ,LAS TORTUGAS,0,0,0,530,0,0,0,0
MENDOZA,GODOY CRUZ,SAN FRANCISCO DEL MONTE,0,0,0,164,0,0,0,0
MENDOZA,GODOY CRUZ,VILLA HIPODROMO,0,0,0,6,0,0,0,0
MENDOZA,GUAYMALLÉN,BERMEJO,0,0,0,1,0,0,0,0
MENDOZA,GUAYMALLÉN,COLONIA SEGOVIA,0,0,0,119,0,0,0,142
MENDOZA,GUAYMALLÉN,GUAYMALLÉN,1210,2136,81,39884,17,0,0,1533
MENDOZA,GUAYMALLÉN,LA PRIMAVERA,0,0,0,0,0,0,0,27
MENDOZA,GUAYMALLÉN,LOS CORRALITOS,22,0,2,0,0,1,0,49
MENDOZA,GUAYMALLÉN,OTROS,0,0,0,0,0,0,0,150
MENDOZA,GUAYMALLÉN,PUENTE DE HIERRO,778,0,3,0,0,0,0,116
MENDOZA,GUAYMALLÉN,DORREGO,0,0,0,1,0,0,0,0
MENDOZA,GUAYMALLÉN,RODEO DE LA CRUZ,0,0,0,0,0,1,0,0
MENDOZA,GUAYMALLÉN,SAN FRANCISCO DEL MONTE,0,0,0,9,0,0,0,0
MENDOZA,GUAYMALLÉN,PEDRO MOLINA,0,0,0,1,0,0,0,0
MENDOZA,GUAYMALLÉN,JESUS NAZARENO,0,0,0,1,0,0,0,0
MENDOZA,JUNÍN,INGENIERO GIAGNONI,2297,0,49,1287,0,0,0,66
MENDOZA,JUNÍN,JUNÍN,271,0,4,961,0,1,0,215
MENDOZA,JUNÍN,LA COLONIA,0,0,0,541,0,0,0,201
MENDOZA,JUNÍN,LOS BARRIALES,545,0,2,0,0,0,0,175
MENDOZA,JUNÍN,MEDRANO,0,0,0,0,0,0,0,774
MENDOZA,JUNÍN,OTROS,0,0,0,30,0,0,0,0
MENDOZA,JUNÍN,PHILLIPS,0,0,0,0,0,0,0,1
MENDOZA,JUNÍN,RODRÍGUEZ PEÑA,0,0,0,0,0,0,0,48
MENDOZA,LA PAZ,LA PAZ,304,0,0,4,0,0,0,1
MENDOZA,LAS HERAS,LAS HERAS,70,9,29,16048,11,2,0,703
MENDOZA,LAS HERAS,PAPAGAYOS,0,0,0,0,0,1,0,0
MENDOZA,LAS HERAS,USPALLATA,26,0,2,2409,0,0,0,0
MENDOZA,LAS HERAS,EL CHALLAO,0,0,0,1,0,0,0,0
MENDOZA,LAVALLE,3 DE MAYO,0,0,0,0,0,0,0,21
MENDOZA,LAVALLE,BARRIO LOS OLIVOS,190,0,0,0,0,0,0,0
MENDOZA,LAVALLE,COSTA DE ARAUJO,0,0,0,1,29,0,0,125
MENDOZA,LAVALLE,EL VERGEL,0,0,0,0,0,0,0,22
MENDOZA,LAVALLE,INGENIERO GUSTAVO ANDRÉ,0,0,0,0,0,0,0,26
MENDOZA,LAVALLE,JOCOLÍ,0,0,0,0,0,0,0,27
MENDOZA,LAVALLE,JOCOLÍ VIEJO,0,0,0,0,0,0,0,25
MENDOZA,LAVALLE,VILLA TULUMAYA,0,0,0,107,1,0,0,271
MENDOZA,LUJÁN DE CUYO,AGRELO,0,0,0,562,0,0,0,67
MENDOZA,LUJÁN DE CUYO,CACHEUTA,16,0,0,0,0,0,0,31
MENDOZA,LUJÁN DE CUYO,LAS COMPUERTAS,235,0,5,751,0,0,0,42
MENDOZA,LUJÁN DE CUYO,LUJÁN DE CUYO,967,2,27,5016,6,0,0,1827
MENDOZA,LUJÁN DE CUYO,PERDRIEL,10,0,4,150,0,0,0,58
MENDOZA,LUJÁN DE CUYO,POTRERILLOS,0,0,0,1,0,4,0,32
MENDOZA,LUJÁN DE CUYO,UGARTECHE,0,0,0,123,0,0,0,127
MENDOZA,LUJÁN DE CUYO,BARRIO PERDRIEL IV,0,0,0,77,0,0,0,15
MENDOZA,LUJÁN DE CUYO,CARRODILLA,0,0,0,62,0,0,0,12
MENDOZA,LUJÁN DE CUYO,CHACRAS DE CORIA,0,0,0,229,0,0,0,24
MENDOZA,LUJÁN DE CUYO,COSTA FLORES,0,0,0,133,0,0,0,17
MENDOZA,LUJÁN DE CUYO,EL CARRIZAL,0,0,0,0,0,0,0,42
MENDOZA,LUJÁN DE CUYO,EL SALTO,0,0,0,0,0,0,0,34
MENDOZA,LUJÁN DE CUYO,LAS VEGAS,0,0,0,0,0,0,0,32
MENDOZA,LUJÁN DE CUYO,MAYOR DRUMMOND,0,0,0,24,0,0,0,17
MENDOZA,LUJÁN DE CUYO,VISTALBA,0,0,0,227,0,0,0,27
MENDOZA,LUJÁN DE CUYO,LA PUNTILLA,0,0,0,0,0,0,0,2
MENDOZA,MAIPÚ,BARRANCAS,0,0,0,0,0,0,0,31
MENDOZA,MAIPÚ,CRUZ DE PIEDRA,0,0,0,59,0,0,0,12
MENDOZA,MAIPÚ,FRAY LUIS BELTRÁN,174,1,3,0,0,0,0,66
MENDOZA,MAIPÚ,MAIPÚ,202,4,13,10057,6,0,0,1356
MENDOZA,MAIPÚ,RODEO DEL MEDIO,151,0,1,0,0,0,0,348
MENDOZA,MAIPÚ,RUSSELL,90,0,14,3901,0,0,0,0
MENDOZA,MAIPÚ,SAN ROQUE,80,0,6,3640,0,0,0,104
MENDOZA,MAIPÚ,BARRIO JESÚS DE NAZARET,0,0,0,0,0,0,0,33
MENDOZA,MAIPÚ,EL PEDREGAL,0,0,0,0,0,0,0,31
MENDOZA,MAIPÚ,VILLA TERESA,0,0,0,0,0,0,0,38
MENDOZA,MAIPÚ,GENERAL GUTIERREZ,0,0,0,1,0,0,0,0
MENDOZA,MAIPÚ,LUZURIAGA,0,0,0,9,0,0,0,0
MENDOZA,MALARGÜE,LAS LEÑAS,0,0,0,3,0,0,0,0
MENDOZA,MALARGÜE,MALARGÜE,0,1613,4,3,0,4,0,28
MENDOZA,OTROS,OTROS,0,0,0,0,7,0,0,0
MENDOZA,RIVADAVIA,ANDRADE,0,0,0,0,0,0,0,13
MENDOZA,RIVADAVIA,BARRIO COOPERATIVA LOS CAMPAMENTOS,0,0,0,0,0,0,0,5
MENDOZA,RIVADAVIA,BARRIO RIVADAVIA,0,0,0,0,0,1,0,63
MENDOZA,RIVADAVIA,EL MIRADOR,0,0,0,1,0,0,0,66
MENDOZA,RIVADAVIA,LA CENTRAL,0,0,0,0,0,0,0,98
MENDOZA,RIVADAVIA,LA ESPERANZA,0,0,0,0,0,0,0,33
MENDOZA,RIVADAVIA,LA FLORIDA,0,0,0,0,0,0,0,96
MENDOZA,RIVADAVIA,LA LIBERTAD,0,0,0,0,0,0,0,60
MENDOZA,RIVADAVIA,LOS ÁRBOLES,0,0,0,0,0,0,0,8
MENDOZA,RIVADAVIA,LOS CAMPAMENTOS,0,0,0,0,0,0,0,81
MENDOZA,RIVADAVIA,MEDRANO,0,0,1,0,0,0,0,3
MENDOZA,RIVADAVIA,MUNDO NUEVO,0,0,0,0,0,0,0,13
MENDOZA,RIVADAVIA,REDUCCIÓN DE ABAJO,0,0,0,0,0,0,0,61
MENDOZA,RIVADAVIA,RIVADAVIA,636,0,5,2892,0,2,0,903
MENDOZA,RIVADAVIA,SANTA MARÍA DE ORO,0,0,0,0,0,0,0,42
MENDOZA,SAN CARLOS,CHILECITO,0,0,0,0,0,0,0,153
MENDOZA,SAN CARLOS,EUGENIO BUSTOS,18,0,0,0,0,0,0,628
MENDOZA,SAN CARLOS,LA CONSULTA,131,0,0,0,0,1,0,639
MENDOZA,SAN CARLOS,SAN CARLOS,0,167,0,0,0,0,0,400
MENDOZA,SAN CARLOS,PAREDITAS,0,0,0,86,1,0,0,33
MENDOZA,SAN CARLOS,BARRIO EL CEPILLO,0,0,0,0,0,0,0,47
MENDOZA,SAN MARTÍN,ALTO SALVADOR,0,0,0,34,0,0,0,19
MENDOZA,SAN MARTÍN,ALTO VERDE,0,0,0,63,0,0,0,88
MENDOZA,SAN MARTÍN,CHAPANAY,0,0,1,7,0,0,0,32
MENDOZA,SAN MARTÍN,EL RAMBLÓN,0,0,0,0,0,0,0,107
MENDOZA,SAN MARTÍN,MONTECASEROS,0,0,0,0,0,0,0,94
MENDOZA,SAN MARTÍN,NUEVA CALIFORNIA,0,0,0,0,0,0,0,47
MENDOZA,SAN MARTÍN,OTROS,0,0,0,0,0,0,0,94
MENDOZA,SAN MARTÍN,PALMIRA,0,0,0,513,0,0,0,20
MENDOZA,SAN MARTÍN,SAN MARTÍN,0,3,0,2814,0,0,0,894
MENDOZA,SAN MARTÍN,TRES PORTEÑAS,0,0,0,2,0,0,0,209
MENDOZA,SAN MARTÍN,EL ESPINO,0,0,0,0,0,0,0,59
MENDOZA,SAN RAFAEL,25 DE MAYO,0,79,1,0,0,0,0,14
MENDOZA,SAN RAFAEL,CUADRO BENEGAS,23,0,2,2960,0,0,0,418
MENDOZA,SAN RAFAEL,EL NIHUIL,0,0,0,0,0,0,0,89
MENDOZA,SAN RAFAEL,GOUDGE,0,1,0,0,0,0,0,177
MENDOZA,SAN RAFAEL,SAN RAFAEL,2538,1757,208,12,1,0,0,1235
MENDOZA,SAN RAFAEL,PUNTA DEL AGUA,0,0,0,2,0,0,0,0
MENDOZA,SAN RAFAEL,LAS MALVINAS,0,0,0,0,0,0,0,54
MENDOZA,SAN RAFAEL,MONTE COMÁN,0,0,0,0,0,0,0,447
MENDOZA,SAN RAFAEL,RAMA CAÍDA,0,0,0,0,0,0,0,459
MENDOZA,SAN RAFAEL,REAL DEL PADRE,0,0,0,0,0,0,0,670
MENDOZA,SAN RAFAEL,SALTO DE LAS ROSAS,0,0,0,0,0,0,0,365
MENDOZA,SAN RAFAEL,VILLA ATUEL,0,0,0,0,0,0,0,351
MENDOZA,SAN RAFAEL,JAIME PRATS,0,0,0,0,0,0,0,94
MENDOZA,SAN RAFAEL,CAPITÁN MONTOYA,0,0,0,0,0,0,0,2
MENDOZA,SANTA ROSA,BARRIO 12 DE OCTUBRE,0,0,0,2,0,0,0,0
MENDOZA,SANTA ROSA,LA DORMIDA,0,0,0,0,0,0,0,397
MENDOZA,SANTA ROSA,LAS CATITAS,0,0,0,0,0,0,0,288
MENDOZA,SANTA ROSA,SANTA ROSA,0,0,0,2,0,0,0,153
MENDOZA,TUNUYÁN,LOS SAUCES,0,20,0,1,0,0,0,10
MENDOZA,TUNUYÁN,TUNUYÁN,199,1375,1,10,0,0,0,16
MENDOZA,TUNUYÁN,VISTA FLORES,0,0,0,0,0,0,0,272
MENDOZA,TUNUYÁN,CAMPO LOS ANDES,0,55,0,0,0,0,0,0
MENDOZA,TUNUYÁN,COLONIA LAS ROSAS,0,0,0,0,12,0,0,199
MENDOZA,TUPUNGATO,SAN JOSÉ,0,0,0,3,0,0,0,17
MENDOZA,TUPUNGATO,TUPUNGATO,358,0,0,3,0,3,0,598
MENDOZA,TUPUNGATO,CORDÓN DEL PLATA,0,0,0,0,0,0,0,344
MENDOZA,TUPUNGATO,LA ARBOLEDA,0,0,0,0,0,0,0,45
MISIONES,25 DE MAYO,25 DE MAYO,0,0,0,0,538,2,0,0
MISIONES,25 DE MAYO,COLONIA ALICIA,0,0,0,0,20,0,0,79
MISIONES,25 DE MAYO,COLONIA AURORA,0,0,0,0,10,1,0,110
MISIONES,25 DE MAYO,SAN FRANCISCO DE ASÍS,0,0,0,15,40,0,0,25
MISIONES,25 DE MAYO,SANTA RITA,0,0,0,30,150,1,0,50
MISIONES,25 DE MAYO,ALICIA BAJA,0,0,0,0,0,0,0,68
MISIONES,25 DE MAYO,ALBA POSSE,0,0,0,40,0,0,0,0
MISIONES,APÓSTOLES,APÓSTOLES,1280,3510,0,4,0,1,0,138
MISIONES,APÓSTOLES,AZARA,0,10,0,0,0,1,0,146
MISIONES,APÓSTOLES,SAN JOSÉ,105,0,0,1,0,0,0,425
MISIONES,CAINGUÁS,ARISTÓBULO DEL VALLE,1,1194,0,1325,0,2,0,2
MISIONES,CAINGUÁS,CAMPO GRANDE,6,0,0,347,0,1,0,312
MISIONES,CAINGUÁS,DOS DE MAYO NÚCLEO I,0,0,0,1566,0,0,0,0
MISIONES,CAINGUÁS,OTROS,0,0,0,0,0,6,0,0
MISIONES,CAINGUÁS,SALTO ENCANTADO,0,42,0,0,0,1,0,22
MISIONES,CAINGUÁS,PUEBLO ILLIA,0,0,0,0,0,0,0,89
MISIONES,CAINGUÁS,DOS DE MAYO NÚCLEO III,0,0,0,0,0,0,0,125
MISIONES,CANDELARIA,BONPLAND,28,0,0,0,0,0,0,0
MISIONES,CANDELARIA,CANDELARIA,537,1,0,0,0,2,0,0
MISIONES,CANDELARIA,MÁRTIRES,0,0,0,0,13,0,0,3
MISIONES,CANDELARIA,PROFUNDIDAD,0,0,0,0,0,0,0,3
MISIONES,CANDELARIA,SANTA ANA,94,0,0,0,0,0,0,0
MISIONES,CAPITAL,GARUPÁ,833,692,0,10387,0,0,0,85
MISIONES,CAPITAL,NEMESIO PARMA,0,0,0,0,0,0,0,1
MISIONES,CAPITAL,POSADAS,4202,59036,0,46819,11,8,0,231
MISIONES,CONCEPCIÓN,CONCEPCIÓN DE LA SIERRA,0,458,0,3,0,1,0,154
MISIONES,CONCEPCIÓN,LA CORITA,0,12,0,0,0,0,0,0
MISIONES,ELDORADO,COLONIA VICTORIA,3,0,0,0,0,0,0,0
MISIONES,ELDORADO,ELDORADO,5774,0,0,0,0,1,0,2
MISIONES,ELDORADO,SANTIAGO DE LINIERS,0,0,0,0,0,0,0,1
MISIONES,ELDORADO,PUERTO PINARES,0,0,0,0,0,0,0,1
MISIONES,GENERAL MANUEL BELGRANO,BERNARDO DE IRIGOYEN,0,0,0,1,370,0,0,0
MISIONES,GENERAL MANUEL BELGRANO,DOS HERMANAS,0,0,0,0,5,0,0,0
MISIONES,GUARANÍ,EL SOBERBIO,0,0,0,0,520,1,0,729
MISIONES,GUARANÍ,FRACRÁN,0,0,0,0,0,0,0,129
MISIONES,GUARANÍ,SAN VICENTE,0,0,0,3051,20,0,0,1267
MISIONES,IGUAZÚ,ESPERANZA,623,2000,0,1,0,0,0,100
MISIONES,IGUAZÚ,LIBERTAD,320,0,0,0,0,0,0,0
MISIONES,IGUAZÚ,PUERTO IGUAZÚ,524,4,0,7812,0,3,0,0
MISIONES,IGUAZÚ,WANDA,667,0,0,1,0,3,0,0
MISIONES,LEANDRO N. ALEM,ALMAFUERTE,0,0,0,0,1,0,0,2
MISIONES,LEANDRO N. ALEM,ARROYO DEL MEDIO,0,0,0,0,0,0,0,2
MISIONES,LEANDRO N. ALEM,CAÁ - YARÍ,0,0,0,0,0,0,0,1
MISIONES,LEANDRO N. ALEM,CERRO AZUL,0,314,0,10,15,2,0,131
MISIONES,LEANDRO N. ALEM,DOS ARROYOS,0,0,0,2,0,0,0,0
MISIONES,LEANDRO N. ALEM,GOBERNADOR LÓPEZ,0,0,0,0,20,0,0,0
MISIONES,LEANDRO N. ALEM,LEANDRO N. ALEM,473,3515,0,2,127,0,0,0
MISIONES,LEANDRO N. ALEM,OLEGARIO V. ANDRADE,0,0,0,0,0,0,0,7
MISIONES,LEANDRO N. ALEM,VILLA LIBERTAD (MUNICIPIO LEANDRO N. ALEM),0,60,0,0,0,0,0,0
MISIONES,LIBERTADOR GRL. SAN MARTÍN,CAPIOVÍ,214,554,0,0,0,1,0,597
MISIONES,LIBERTADOR GRL. SAN MARTÍN,EL ALCÁZAR,0,0,0,0,0,1,0,0
MISIONES,LIBERTADOR GRL. SAN MARTÍN,GARUHAPÉ,43,779,0,0,0,1,0,42
MISIONES,LIBERTADOR GRL. SAN MARTÍN,PUERTO LEONI,0,0,0,0,0,0,0,363
MISIONES,LIBERTADOR GRL. SAN MARTÍN,PUERTO RICO,3543,1640,0,0,0,0,0,67
MISIONES,LIBERTADOR GRL. SAN MARTÍN,RUIZ DE MONTOYA,2,297,0,0,0,1,0,48
MISIONES,LIBERTADOR GRL. SAN MARTÍN,SAN MIGUEL,1,0,0,0,0,0,0,0
MISIONES,MONTECARLO,MONTECARLO,820,177,0,2781,0,0,0,0
MISIONES,MONTECARLO,PUERTO PIRAY,283,0,0,0,0,2,0,0
MISIONES,MONTECARLO,TARUMA,0,0,0,0,0,1,0,0
MISIONES,OBERÁ,ALBERDI,0,0,0,23,0,0,0,2
MISIONES,OBERÁ,CAMPO RAMÓN,0,324,0,12,15,1,0,0
MISIONES,OBERÁ,CAMPO VIERA,0,0,0,359,0,0,0,352
MISIONES,OBERÁ,GENERAL ALVEAR,0,0,0,9,0,0,0,0
MISIONES,OBERÁ,GUARANÍ,4,0,0,22,0,0,0,0
MISIONES,OBERÁ,LOS HELECHOS,0,0,0,20,20,0,0,0
MISIONES,OBERÁ,OBERÁ,1766,385,0,2805,1,0,0,6
MISIONES,OBERÁ,PANAMBÍ,0,0,0,21,0,0,0,0
MISIONES,OBERÁ,PANAMBI KILÓMETRO 15,0,0,0,0,50,0,0,0
MISIONES,OBERÁ,PANAMBÍ KILÓMETRO 8,0,0,0,24,50,0,0,0
MISIONES,OBERÁ,SAN MARTÍN,0,0,0,7,0,0,0,1
MISIONES,OBERÁ,VILLA BONITA,0,24,0,12,0,0,0,0
MISIONES,OTROS,OTROS,0,0,0,0,4697,0,0,0
